"0","Country","Country_code","Series","Series_code","Year","Number"
"6847","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","9.09"
"6867","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.39"
"6887","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","8.366"
"6907","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","6.402"
"6927","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.77"
"6947","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","4.4"
"6967","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","6.49"
"6987","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","7.405"
"7007","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","6.675"
"7027","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2010","5.702"
"7047","China","CHN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7067","India","IND","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7087","Indonesia","IDN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7107","Japan","JPN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7127","Korea, Rep.","KOR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7147","South Asia","SAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7167","North America","NAC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7187","World","WLD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7207","Middle East & North Africa","MEA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7227","Sub-Saharan Africa","SSF","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7247","Low income","LIC","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7267","Europe & Central Asia","ECS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7287","European Union","EUU","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7307","East Asia & Pacific","EAS","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7327","Arab World","ARB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7347","Central Europe and the Baltics","CEB","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7367","Latin America & Caribbean","LCN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7387","Afghanistan","AFG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7407","Bangladesh","BGD","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7427","Bhutan","BTN","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7447","Cambodia","KHM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7467","Hong Kong SAR, China","HKG","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7487","Korea, Dem. People’s Rep.","PRK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7507","Lao PDR","LAO","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7527","Myanmar","MMR","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7547","Philippines","PHL","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7567","Pakistan","PAK","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7587","Singapore","SGP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7607","Sri Lanka","LKA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7627","Thailand","THA","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7647","Timor-Leste","TMP","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
"7667","Vietnam","VNM","Death rate, crude (per 1,000 people)","SP.DYN.CDRT.IN","2015","0"
